Sequence name,Lineage,Conflict,Ambiguity score,Scorpio call,Scorpio support,Scorpio conflict,Note,pangolin version,pangolin-data version
hCoV-19/Philippines/PH-PGC-68432/2021|EPI_ISL_5552582|2021-07-21,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-69384/2021|EPI_ISL_5552589|2021-08-02,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-71651/2021|EPI_ISL_5552565|2021-08-10,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-69213/2021|EPI_ISL_5552525|2021-07-17,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-64047/2021|EPI_ISL_5552594|2021-07-24,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65538/2021|EPI_ISL_5544022|2021-07-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66798/2021|EPI_ISL_5544026|2021-07-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65789/2021|EPI_ISL_5544029|2021-07-30,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65506/2021|EPI_ISL_5544011|2021-07-19,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66032/2021|EPI_ISL_5544045|2021-07-19,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-64357/2021|EPI_ISL_5544044|2021-07-26,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66026/2021|EPI_ISL_5544043|2021-07-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-64398/2021|EPI_ISL_5544042|2021-07-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65795/2021|EPI_ISL_5544048|2021-07-30,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65784/2021|EPI_ISL_5544046|2021-07-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65827/2021|EPI_ISL_5544034|2021-07-27,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65996/2021|EPI_ISL_5544033|2021-07-23,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65556/2021|EPI_ISL_5544032|2021-07-31,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66481/2021|EPI_ISL_5544037|2021-07-21,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-64014/2021|EPI_ISL_5544036|2021-07-26,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66595/2021|EPI_ISL_5544035|2021-07-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-64582/2021|EPI_ISL_5544039|2021-07-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66744/2021|EPI_ISL_5544005|2021-07-26,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-63432/2021|EPI_ISL_5544099|2021-07-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66432/2021|EPI_ISL_5544098|2021-06-10,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-64004/2021|EPI_ISL_5544092|2021-07-26,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-62427/2021|EPI_ISL_5544096|2021-07-24,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66959/2021|EPI_ISL_5552503|2021-07-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66605/2021|EPI_ISL_5544067|2021-07-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-64356/2021|EPI_ISL_5544065|2021-07-26,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65783/2021|EPI_ISL_5544064|2021-07-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66015/2021|EPI_ISL_5544069|2021-07-12,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65858/2021|EPI_ISL_5544068|2021-08-01,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66045/2021|EPI_ISL_5544063|2021-07-21,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66012/2021|EPI_ISL_5544056|2021-07-09,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65306/2021|EPI_ISL_5544058|2021-08-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66029/2021|EPI_ISL_5544057|2021-07-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-62420/2021|EPI_ISL_5544052|2021-07-23,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65580/2021|EPI_ISL_5544051|2021-07-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65767/2021|EPI_ISL_5544050|2021-07-25,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66813/2021|EPI_ISL_5544089|2021-07-30,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-63861/2021|EPI_ISL_5544088|2021-07-22,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66486/2021|EPI_ISL_5544087|2021-07-30,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65459/2021|EPI_ISL_5544086|2021-07-20,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65999/2021|EPI_ISL_5544085|2021-07-23,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65796/2021|EPI_ISL_5544084|2021-07-30,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65782/2021|EPI_ISL_5544077|2021-07-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66441/2021|EPI_ISL_5544079|2021-07-05,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66503/2021|EPI_ISL_5544070|2021-07-30,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65578/2021|EPI_ISL_5544073|2021-07-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-64355/2021|EPI_ISL_5544072|2021-07-26,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-66436/2021|EPI_ISL_5544071|2021-06-22,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-62353/2021|EPI_ISL_5543965|2021-07-15,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-65998/2021|EPI_ISL_5543958|2021-07-23,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-64044/2021|EPI_ISL_5547407|2021-07-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-67339/2021|EPI_ISL_5547434|2021-07-20,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-67109/2021|EPI_ISL_5547421|2021-08-08,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-68303/2021|EPI_ISL_5547481|2021-08-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-68996/2021|EPI_ISL_5547449|2021-08-02,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-68348/2021|EPI_ISL_5547374|2021-08-06,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-25468/2021|EPI_ISL_5547388|2021-03-24,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-50982/2021|EPI_ISL_5562479|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51151/2021|EPI_ISL_5562487|2021-05-19,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-47667/2021|EPI_ISL_5562464|2021-05-12,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54120/2021|EPI_ISL_5562437|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-48289/2021|EPI_ISL_5562442|2021-05-15,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-45670/2021|EPI_ISL_5562406|2021-05-08,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56644/2021|EPI_ISL_5562415|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56621/2021|EPI_ISL_5562387|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54656/2021|EPI_ISL_5562356|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52551/2021|EPI_ISL_5562360|2021-05-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54121/2021|EPI_ISL_5562347|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52459/2021|EPI_ISL_5562341|2021-05-26,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54167/2021|EPI_ISL_5562312|2021-06-09,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51286/2021|EPI_ISL_5562399|2021-05-27,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-77852/2021|EPI_ISL_5563620|2021-06-27,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-55823/2021|EPI_ISL_5562302|2021-06-19,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-57576/2021|EPI_ISL_5563116|2021-06-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-50741/2021|EPI_ISL_5562695|2021-05-21,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-58419/2021|EPI_ISL_5562673|2021-06-19,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54389/2021|EPI_ISL_5562789|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-46966/2021|EPI_ISL_5563175|2021-05-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-50761/2021|EPI_ISL_5562648|2021-05-15,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56640/2021|EPI_ISL_5562640|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54660/2021|EPI_ISL_5562619|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54108/2021|EPI_ISL_5562625|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-49163/2021|EPI_ISL_5562595|2021-05-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54672/2021|EPI_ISL_5562591|2021-06-09,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54152/2021|EPI_ISL_5562570|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51300/2021|EPI_ISL_5562580|2021-05-31,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-49850/2021|EPI_ISL_5563070|2021-05-17,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-46008/2021|EPI_ISL_5563078|2021-05-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-77796/2021|EPI_ISL_5563033|2021-06-26,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-47902/2021|EPI_ISL_5563001|2021-05-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54390/2021|EPI_ISL_5562515|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-57577/2021|EPI_ISL_5562522|2021-06-21,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-48108/2021|EPI_ISL_5563852|2021-05-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54109/2021|EPI_ISL_5563826|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-47083/2021|EPI_ISL_5562504|2021-05-05,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51584/2021|EPI_ISL_5563324|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-74553/2021|EPI_ISL_5558848|2021-08-12,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-79105/2021|EPI_ISL_5558814|2021-08-19,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-77197/2021|EPI_ISL_5558804|2021-08-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54332/2021|EPI_ISL_5563394|2021-06-10,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-45914/2021|EPI_ISL_5562812|2021-05-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-73246/2021|EPI_ISL_5556149|2021-08-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-77199/2021|EPI_ISL_5558783|2021-08-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-47453/2021|EPI_ISL_5562896|2021-05-17,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-71824/2021|EPI_ISL_5556179|2021-08-11,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54659/2021|EPI_ISL_5562863|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-50719/2021|EPI_ISL_5562830|2021-05-17,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54039/2021|EPI_ISL_5562837|2021-05-27,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54110/2021|EPI_ISL_5562843|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-48166/2021|EPI_ISL_5563200|2021-05-13,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56620/2021|EPI_ISL_5563217|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54169/2021|EPI_ISL_5563284|2021-06-09,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56642/2021|EPI_ISL_5563290|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56619/2021|EPI_ISL_5562701|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-55509/2021|EPI_ISL_5562784|2021-06-08,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-78951/2021|EPI_ISL_5562768|2021-08-22,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-49852/2021|EPI_ISL_5562762|2021-05-17,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-45283/2021|EPI_ISL_5562746|2021-05-08,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54329/2021|EPI_ISL_5562253|2021-06-11,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51301/2021|EPI_ISL_5563582|2021-05-31,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54160/2021|EPI_ISL_5562264|2021-06-08,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54166/2021|EPI_ISL_5563572|2021-06-09,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-79112/2021|EPI_ISL_5562216|2021-08-20,B.1.351,0.0,,Beta (B.1.351-like),0.64,0.21,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54325/2021|EPI_ISL_5562210|2021-06-11,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56646/2021|EPI_ISL_5563538|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-77835/2021|EPI_ISL_5562203|2021-06-27,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-49159/2021|EPI_ISL_5562285|2021-05-15,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-74045/2021|EPI_ISL_5556376|2021-08-21,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-71931/2021|EPI_ISL_5556368|2021-08-10,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-44946/2021|EPI_ISL_5563447|2021-05-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56622/2021|EPI_ISL_5563417|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-50995/2021|EPI_ISL_5562193|2021-05-10,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
