Sequence name,Lineage,Conflict,Ambiguity score,Scorpio call,Scorpio support,Scorpio conflict,Note,pangolin version,pangolin-data version
hCoV-19/Kenya/MOH-K-LAB-IM-6074/2021|EPI_ISL_12028722|2021-03-18,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Kenya/KSI-10061/2021|EPI_ISL_12028744|2021-05-04,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Mauritius/104650/2021|EPI_ISL_13830531|2021-05-03,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900259325/2021|EPI_ISL_14073244|2021-01-06,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Brazil/BA-VC97/2021|EPI_ISL_13838094|2021-07-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.87,0.13,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208729/2021|EPI_ISL_14073386|2021-01-07,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208613/2021|EPI_ISL_14073381|2021-01-05,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208705/2021|EPI_ISL_14073343|2021-01-07,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208174/2020|EPI_ISL_14073255|2020-12-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150128579/2021|EPI_ISL_14073581|2021-01-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Kenya/UGC-GKP-PR-2867/2021|EPI_ISL_12028552|2021-04-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/VHG-92/2021|EPI_ISL_12028551|2021-03-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/TRN-2879/2021|EPI_ISL_12028559|2021-04-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(5/5),4.1.3,v1.16
hCoV-19/Kenya/OSBP-BUS-41245/2021|EPI_ISL_12028585|2021-04-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150115397/2020|EPI_ISL_14073166|2020-12-26,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208449/2021|EPI_ISL_14073284|2021-01-04,Q.4,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: Q.4(2/2),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900212512/2021|EPI_ISL_14073161|2021-03-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208839/2021|EPI_ISL_14073450|2021-01-08,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900268887/2021|EPI_ISL_14073456|2021-01-10,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900209823/2021|EPI_ISL_14073578|2021-01-26,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900259690/2021|EPI_ISL_14073334|2021-01-08,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208175/2020|EPI_ISL_14073159|2020-12-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900259716/2021|EPI_ISL_14073483|2021-01-11,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900268894/2021|EPI_ISL_14073488|2021-01-10,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150128586/2021|EPI_ISL_14073593|2021-01-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208499/2021|EPI_ISL_14073216|2021-01-04,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900136424/2021|EPI_ISL_14073355|2021-01-13,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150134572/2021|EPI_ISL_14073811|2021-02-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208890/2021|EPI_ISL_14073417|2021-01-08,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211202/2021|EPI_ISL_14073776|2021-02-16,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_402013990/2021|EPI_ISL_14073682|2021-03-01,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900135708/2021|EPI_ISL_14073325|2021-01-01,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900209549/2021|EPI_ISL_14073567|2021-01-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150128553/2021|EPI_ISL_14073672|2021-02-01,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900272191/2021|EPI_ISL_14073552|2021-01-18,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900268753/2021|EPI_ISL_14073435|2021-01-10,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900132935/2021|EPI_ISL_14073625|2021-02-03,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900261480/2021|EPI_ISL_14073747|2021-02-11,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(7/7),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150128494/2021|EPI_ISL_14073622|2021-01-31,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_175043574/2021|EPI_ISL_14073743|2021-05-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900160085/2021|EPI_ISL_14073755|2021-02-13,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150128589/2021|EPI_ISL_14073633|2021-01-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(7/7),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900260876/2021|EPI_ISL_14073631|2021-01-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211655/2021|EPI_ISL_14073847|2021-02-25,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900261844/2021|EPI_ISL_14073831|2021-02-16,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208769/2021|EPI_ISL_14073311|2021-01-07,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211551/2021|EPI_ISL_14073860|2021-02-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900263324/2021|EPI_ISL_14073867|2021-02-26,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900263369/2021|EPI_ISL_14073868|2021-02-25,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(5/5),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211727/2021|EPI_ISL_14073908|2021-02-26,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900263494/2021|EPI_ISL_14073869|2021-02-26,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(5/5),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211740/2021|EPI_ISL_14073880|2021-02-26,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211923/2021|EPI_ISL_14073889|2021-03-04,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211822/2021|EPI_ISL_14073923|2021-03-01,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211548/2021|EPI_ISL_14073887|2021-02-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211612/2021|EPI_ISL_14073888|2021-02-24,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_402016188/2021|EPI_ISL_14073921|2021-03-02,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211901/2021|EPI_ISL_14073924|2021-03-02,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900263787/2021|EPI_ISL_14073912|2021-03-02,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_402016171/2021|EPI_ISL_14073873|2021-02-27,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Poland/wompmodlin_2976/2021|EPI_ISL_13846229|2021-03-31,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Poland/wompmodlin_3799/2021|EPI_ISL_13846230|2021-04-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150116272/2020|EPI_ISL_14072996|2020-12-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/US/LA-FUS0032A1/2021|EPI_ISL_12057031|2021-05-29,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/US/LA-FUS0032A16/2021|EPI_ISL_12057044|2021-07-19,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Panama/PAM18595-GMI/2021|EPI_ISL_11686444|2021-06-01,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_402013971/2021|EPI_ISL_14076856|2021-02-22,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211687/2021|EPI_ISL_14076855|2021-02-25,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900211821/2021|EPI_ISL_14076854|2021-03-01,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Belgium/Sciensano-LS-S0763/2021|EPI_ISL_13283442|2021-03-17,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Kenya/MKU-30/2020|EPI_ISL_13993583|2020-12-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Kenya/MKU-27/2020|EPI_ISL_13993581|2020-12-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/MKU-24/2020|EPI_ISL_13993579|2020-09-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/MKU-15/2020|EPI_ISL_13993574|2020-09-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/MKU-14/2020|EPI_ISL_13993573|2020-09-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/MKU-10/2020|EPI_ISL_13993572|2020-09-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/MKU-7/2020|EPI_ISL_13993571|2020-09-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/MKU-61/2021|EPI_ISL_13993598|2021-03-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Kenya/MKU-36/2020|EPI_ISL_13993588|2020-12-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Kenya/MKU-34/2020|EPI_ISL_13993586|2020-12-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/WA-MG_LHPOC315/2021|EPI_ISL_12228504|2021-05-20,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/USA/WA-MG_LHPOC313/2021|EPI_ISL_12228503|2021-05-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/WA-MG_LHPOC307/2021|EPI_ISL_12228501|2021-05-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/WA-MG_LHPOC285/2021|EPI_ISL_12228500|2021-05-17,Q.3,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: Q.3(1/1),4.1.3,v1.16
hCoV-19/USA/WA-MG_LHPOC268/2021|EPI_ISL_12228498|2021-05-20,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/WA-MG_LHPOC214/2021|EPI_ISL_12228480|2021-03-19,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/WA-MG_LHPOC163/2021|EPI_ISL_12228474|2021-03-25,Q.3,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: Q.3(1/1),4.1.3,v1.16
hCoV-19/USA/WA-MG_LHPOC106/2021|EPI_ISL_12228456|2021-02-11,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150115706/2020|EPI_ISL_14073167|2020-12-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900207912/2020|EPI_ISL_14073120|2020-12-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150116264/2020|EPI_ISL_14073009|2020-12-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150122575/2021|EPI_ISL_14073061|2021-01-01,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208009/2020|EPI_ISL_14073052|2020-12-29,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900263696/2021|EPI_ISL_14073902|2021-02-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900160398/2021|EPI_ISL_14073915|2021-02-27,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150119362/2021|EPI_ISL_14073371|2021-01-07,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900135955/2021|EPI_ISL_14073393|2021-01-05,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150122880/2021|EPI_ISL_14073339|2021-01-04,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900268205/2021|EPI_ISL_14073364|2021-01-03,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900268207/2021|EPI_ISL_14073365|2021-01-03,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900136334/2021|EPI_ISL_14073354|2021-01-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900268192/2021|EPI_ISL_14073351|2021-01-03,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208744/2021|EPI_ISL_14073358|2021-01-07,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900135341/2020|EPI_ISL_14072984|2020-12-27,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900268743/2021|EPI_ISL_14073422|2021-01-10,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900136281/2021|EPI_ISL_14073448|2021-01-11,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150119327/2021|EPI_ISL_14073438|2021-01-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900268796/2021|EPI_ISL_14073436|2021-01-09,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900272337/2021|EPI_ISL_14073437|2021-01-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900209700/2021|EPI_ISL_14073262|2021-01-22,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208108/2020|EPI_ISL_14073277|2020-12-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208336/2020|EPI_ISL_14073280|2020-12-31,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900023703/2021|EPI_ISL_14073227|2021-04-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.09,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208153/2020|EPI_ISL_14073211|2020-12-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Assigned from designation hash.,4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900135733/2021|EPI_ISL_14073298|2021-01-01,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150121674/2021|EPI_ISL_14073293|2021-01-13,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900208557/2021|EPI_ISL_14073308|2021-01-05,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150128581/2021|EPI_ISL_14073582|2021-01-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150128588/2021|EPI_ISL_14073583|2021-01-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(7/7),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_150128583/2021|EPI_ISL_14073592|2021-01-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(7/7),4.1.3,v1.16
hCoV-19/Canary_Islands/CN-HUNSC_ITER_900209882/2021|EPI_ISL_14073590|2021-01-26,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
